Date,Departure Airport,Arrival Airport,Flight Number,Flight Time,STD,ATD,STA,Status,StatusText,StatusTime,Callsign,AIRCRAFT,TYPE CODE,MODE S,AIRLINE,Code,OPERATOR,Code2
09 Jan 2025,Bangkok (BKK),Jakarta (CGK),TG433,2:58,08:20 AM,09:07 AM,11:55 AM,Landed 12:04 PM,Landed,12:04 PM,HS-TJV,Boeing 777-2D7(ER),B772,885156,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Hyderabad (HYD),Bangkok (BKK),TG330,3:05,03:00 AM,03:11 AM,06:30 AM,Landed 06:15 AM,Landed,06:15 AM,HS-TJV,Boeing 777-2D7(ER),B772,885156,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Bangkok (BKK),Hyderabad (HYD),TG329,3:11,10:25 PM,10:32 PM,02:00 AM,Landed 01:43 AM,Landed,01:43 AM,HS-TJV,Boeing 777-2D7(ER),B772,885156,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Kathmandu (KTM),Bangkok (BKK),TG320,2:58,02:45 PM,04:07 PM,06:15 PM,Landed 07:05 PM,Landed,07:05 PM,HS-TJV,Boeing 777-2D7(ER),B772,885156,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Bangkok (BKK),Kathmandu (KTM),TG319,3:32,10:15 AM,10:45 AM,01:40 PM,Landed 02:17 PM,Landed,02:17 PM,HS-TJV,Boeing 777-2D7(ER),B772,885156,Thai Airways,TG / THA,Thai Airways,TG / THA
15 Jan 2025,Singapore (SIN),Bangkok (BKK),TG402,1:58,07:15 AM,07:47 AM,09:35 AM,Landed 09:45 AM,Landed,09:45 AM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Bangkok (BKK),Singapore (SIN),TG401,2:11,07:00 PM,07:20 PM,09:20 PM,Landed 09:32 PM,Landed,09:32 PM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Jakarta (CGK),Bangkok (BKK),TG434,2:56,01:05 PM,01:04 PM,04:35 PM,Landed 04:00 PM,Landed,04:00 PM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Bangkok (BKK),Jakarta (CGK),TG433,2:57,08:20 AM,08:45 AM,11:55 AM,Landed 11:42 AM,Landed,11:42 AM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Kolkata (CCU),Bangkok (BKK),TG314,2:08,03:25 AM,03:54 AM,05:50 AM,Landed 06:01 AM,Landed,06:01 AM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Bangkok (BKK),Kolkata (CCU),TG313,2:15,11:35 PM,11:56 PM,02:10 AM,Landed 02:11 AM,Landed,02:11 AM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Ho Chi Minh City (SGN),Bangkok (BKK),TG557,1:04,08:10 PM,08:15 PM,09:35 PM,Landed 09:18 PM,Landed,09:18 PM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Bangkok (BKK),Ho Chi Minh City (SGN),TG556,1:15,05:35 PM,05:51 PM,07:05 PM,Landed 07:06 PM,Landed,07:06 PM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Manila (MNL),Bangkok (BKK),TG621,2:51,12:10 PM,01:02 PM,03:45 PM,Landed 03:53 PM,Landed,03:53 PM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Bangkok (BKK),Manila (MNL),TG620,2:45,07:45 AM,08:31 AM,10:55 AM,Landed 11:17 AM,Landed,11:17 AM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Phnom Penh (PNH),Bangkok (BKK),TG585,0:54,08:55 PM,09:03 PM,10:00 PM,Landed 09:57 PM,Landed,09:57 PM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Bangkok (BKK),Phnom Penh (PNH),TG584,0:54,06:25 PM,06:52 PM,07:35 PM,Landed 07:46 PM,Landed,07:46 PM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Manila (MNL),Bangkok (BKK),TG621,3:13,12:10 PM,12:40 PM,03:45 PM,Landed 03:53 PM,Landed,03:53 PM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Bangkok (BKK),Manila (MNL),TG620,2:46,07:45 AM,08:28 AM,10:55 AM,Landed 11:13 AM,Landed,11:13 AM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Chennai (MAA),Bangkok (BKK),TG338,2:52,03:00 AM,02:57 AM,06:25 AM,Landed 05:49 AM,Landed,05:49 AM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Bangkok (BKK),Chennai (MAA),TG337,2:54,10:25 PM,10:44 PM,02:00 AM,Landed 01:38 AM,Landed,01:38 AM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Denpasar (DPS),Bangkok (BKK),TG432,3:47,03:10 PM,03:11 PM,07:25 PM,Landed 06:58 PM,Landed,06:58 PM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Bangkok (BKK),Denpasar (DPS),TG431,3:56,08:50 AM,09:40 AM,01:15 PM,Landed 01:36 PM,Landed,01:36 PM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Chennai (MAA),Bangkok (BKK),TG338,3:00,03:00 AM,03:50 AM,06:25 AM,Landed 06:50 AM,Landed,06:50 AM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Bangkok (BKK),Chennai (MAA),TG337,2:51,10:25 PM,11:43 PM,02:00 AM,Landed 02:34 AM,Landed,02:34 AM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Singapore (SIN),Bangkok (BKK),TG408,1:50,06:15 PM,07:59 PM,08:35 PM,Landed 09:49 PM,Landed,09:49 PM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Bangkok (BKK),Singapore (SIN),TG407,2:40,02:55 PM,03:43 PM,05:15 PM,Landed 06:22 PM,Landed,06:22 PM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Ho Chi Minh City (SGN),Bangkok (BKK),TG551,1:13,10:15 AM,10:34 AM,11:40 AM,Landed 11:47 AM,Landed,11:47 AM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Bangkok (BKK),Ho Chi Minh City (SGN),TG550,1:15,07:45 AM,08:02 AM,09:15 AM,Landed 09:17 AM,Landed,09:17 AM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Ho Chi Minh City (SGN),Bangkok (BKK),TG557,1:08,08:10 PM,08:29 PM,09:35 PM,Landed 09:38 PM,Landed,09:38 PM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Bangkok (BKK),Ho Chi Minh City (SGN),TG556,1:15,05:35 PM,05:57 PM,07:05 PM,Landed 07:12 PM,Landed,07:12 PM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Manila (MNL),Bangkok (BKK),TG621,2:57,12:10 PM,12:44 PM,03:45 PM,Landed 03:41 PM,Landed,03:41 PM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Bangkok (BKK),Manila (MNL),TG620,2:43,07:45 AM,08:30 AM,10:55 AM,Landed 11:13 AM,Landed,11:13 AM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Phuket (HKT),Bangkok (BKK),TG222,1:21,08:40 PM,09:26 PM,10:15 PM,Landed 10:47 PM,Landed,10:47 PM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Bangkok (BKK),Phuket (HKT),TG221,1:16,06:30 PM,07:08 PM,08:00 PM,Landed 08:23 PM,Landed,08:23 PM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Singapore (SIN),Bangkok (BKK),TG404,1:50,11:25 AM,11:50 AM,01:45 PM,Landed 01:39 PM,Landed,01:39 PM,HS-TJW,Boeing 777-2D7(ER),B772,885157,Thai Airways,TG / THA,Thai Airways,TG / THA
15 Jan 2025,Bangkok (BKK),Frankfurt (FRA),TG922,—,12:40 PM,N/A,01:05 AM,Estimated departure 12:59 PM,Estimated departure,12:59 PM,HS-TKK,Boeing 777-3AL(ER),B77W,88516B,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Frankfurt (FRA),Bangkok (BKK),TG921,10:36,07:45 PM,08:17 PM,06:25 AM,Landed 06:52 AM,Landed,06:52 AM,HS-TKK,Boeing 777-3AL(ER),B77W,88516B,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Bangkok (BKK),Frankfurt (FRA),TG920,11:34,11:40 PM,12:23 AM,11:55 AM,Landed 11:56 AM,Landed,11:56 AM,HS-TKK,Boeing 777-3AL(ER),B77W,88516B,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Taipei (TPE),Bangkok (BKK),TG633,3:26,12:55 PM,01:33 PM,04:50 PM,Landed 05:00 PM,Landed,05:00 PM,HS-TKK,Boeing 777-3AL(ER),B77W,88516B,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Bangkok (BKK),Taipei (TPE),TG632,2:55,08:15 AM,08:54 AM,11:45 AM,Landed 11:49 AM,Landed,11:49 AM,HS-TKK,Boeing 777-3AL(ER),B77W,88516B,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Paris (CDG),Bangkok (BKK),TG931,10:31,06:30 PM,06:46 PM,06:00 AM,Landed 05:17 AM,Landed,05:17 AM,HS-TKK,Boeing 777-3AL(ER),B77W,88516B,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Bangkok (BKK),Paris (CDG),TG930,12:02,12:05 AM,12:56 AM,12:50 PM,Landed 12:59 PM,Landed,12:59 PM,HS-TKK,Boeing 777-3AL(ER),B77W,88516B,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Hong Kong (HKG),Bangkok (BKK),TG601,2:28,11:45 AM,12:52 PM,02:25 PM,Landed 03:20 PM,Landed,03:20 PM,HS-TKK,Boeing 777-3AL(ER),B77W,88516B,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Bangkok (BKK),Hong Kong (HKG),TG600,2:07,08:00 AM,08:45 AM,10:45 AM,Landed 10:52 AM,Landed,10:52 AM,HS-TKK,Boeing 777-3AL(ER),B77W,88516B,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Paris (CDG),Bangkok (BKK),TG931,10:39,06:30 PM,07:06 PM,06:00 AM,Landed 05:45 AM,Landed,05:45 AM,HS-TKK,Boeing 777-3AL(ER),B77W,88516B,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Bangkok (BKK),Paris (CDG),TG930,11:53,12:05 AM,12:38 AM,12:50 PM,Landed 12:31 PM,Landed,12:31 PM,HS-TKK,Boeing 777-3AL(ER),B77W,88516B,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Kuala Lumpur (KUL),Bangkok (BKK),TG418,1:42,08:05 PM,08:17 PM,10:10 PM,Landed 09:59 PM,Landed,09:59 PM,HS-TKK,Boeing 777-3AL(ER),B77W,88516B,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Bangkok (BKK),Kuala Lumpur (KUL),TG417,1:49,04:45 PM,05:02 PM,06:55 PM,Landed 06:51 PM,Landed,06:51 PM,HS-TKK,Boeing 777-3AL(ER),B77W,88516B,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Frankfurt (FRA),Bangkok (BKK),TG923,10:20,02:55 AM,03:50 AM,01:45 PM,Landed 02:10 PM,Landed,02:10 PM,HS-TKK,Boeing 777-3AL(ER),B77W,88516B,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Bangkok (BKK),Frankfurt (FRA),TG922,11:56,12:40 PM,01:21 PM,01:05 AM,Landed 01:17 AM,Landed,01:17 AM,HS-TKK,Boeing 777-3AL(ER),B77W,88516B,Thai Airways,TG / THA,Thai Airways,TG / THA
15 Jan 2025,Bangkok (BKK),Taipei (TPE),TG632,—,08:15 AM,08:38 AM,11:45 AM,Estimated 11:35 AM,Estimated,11:35 AM,HS-TKL,Boeing 777-3AL(ER),B77W,88516C,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Zurich (ZRH),Bangkok (BKK),TG971,10:22,07:15 PM,07:36 PM,06:10 AM,Landed 05:58 AM,Landed,05:58 AM,HS-TKL,Boeing 777-3AL(ER),B77W,88516C,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Bangkok (BKK),Zurich (ZRH),TG970,11:25,12:35 AM,01:02 AM,12:55 PM,Landed 12:27 PM,Landed,12:27 PM,HS-TKL,Boeing 777-3AL(ER),B77W,88516C,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Osaka (KIX),Bangkok (BKK),TG673,5:54,03:25 PM,03:31 PM,10:00 PM,Landed 09:25 PM,Landed,09:25 PM,HS-TKL,Boeing 777-3AL(ER),B77W,88516C,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Bangkok (BKK),Osaka (KIX),TG672,4:39,08:15 AM,08:40 AM,01:45 PM,Landed 01:19 PM,Landed,01:19 PM,HS-TKL,Boeing 777-3AL(ER),B77W,88516C,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Delhi (DEL),Bangkok (BKK),TG316,3:19,01:50 AM,02:30 AM,05:45 AM,Landed 05:49 AM,Landed,05:49 AM,HS-TKL,Boeing 777-3AL(ER),B77W,88516C,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Bangkok (BKK),Delhi (DEL),TG315,4:04,08:00 PM,08:36 PM,12:30 AM,Landed 12:40 AM,Landed,12:40 AM,HS-TKL,Boeing 777-3AL(ER),B77W,88516C,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,London (LHR),Bangkok (BKK),TG917,11:22,04:35 AM,04:57 AM,04:00 PM,Landed 04:19 PM,Landed,04:19 PM,HS-TKL,Boeing 777-3AL(ER),B77W,88516C,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Bangkok (BKK),London (LHR),TG916,12:31,01:20 PM,01:58 PM,02:35 AM,Landed 02:29 AM,Landed,02:29 AM,HS-TKL,Boeing 777-3AL(ER),B77W,88516C,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Delhi (DEL),Bangkok (BKK),TG316,3:28,01:50 AM,02:22 AM,05:45 AM,Landed 05:50 AM,Landed,05:50 AM,HS-TKL,Boeing 777-3AL(ER),B77W,88516C,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Bangkok (BKK),Delhi (DEL),TG315,3:53,08:00 PM,08:34 PM,12:30 AM,Landed 12:27 AM,Landed,12:27 AM,HS-TKL,Boeing 777-3AL(ER),B77W,88516C,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,London (LHR),Bangkok (BKK),TG917,11:26,04:35 AM,05:03 AM,04:00 PM,Landed 04:29 PM,Landed,04:29 PM,HS-TKL,Boeing 777-3AL(ER),B77W,88516C,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Bangkok (BKK),London (LHR),TG916,12:14,01:20 PM,01:58 PM,02:35 AM,Landed 02:11 AM,Landed,02:11 AM,HS-TKL,Boeing 777-3AL(ER),B77W,88516C,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Frankfurt (FRA),Bangkok (BKK),TG921,10:18,07:45 PM,07:54 PM,06:25 AM,Landed 06:12 AM,Landed,06:12 AM,HS-TKL,Boeing 777-3AL(ER),B77W,88516C,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Bangkok (BKK),Frankfurt (FRA),TG920,—,N/A,N/A,N/A,Unknown N/A,Unknown,N/A,HS-TKL,Boeing 777-3AL(ER),B77W,88516C,Thai Airways,TG / THA,Thai Airways,TG / THA
07 Jan 2025,Bangkok (BKK),Frankfurt (FRA),TG920,11:52,11:40 PM,12:17 AM,11:55 AM,Landed 12:09 PM,Landed,12:09 PM,HS-TKL,Boeing 777-3AL(ER),B77W,88516C,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,London (LHR),Bangkok (BKK),TG917,—,04:35 AM,04:57 AM,04:00 PM,Estimated 04:04 PM,Estimated,04:04 PM,HS-TKM,Boeing 777-3AL(ER),B77W,88516D,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Bangkok (BKK),London (LHR),TG916,12:20,01:20 PM,02:24 PM,02:35 AM,Landed 02:45 AM,Landed,02:45 AM,HS-TKM,Boeing 777-3AL(ER),B77W,88516D,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Zurich (ZRH),Bangkok (BKK),TG971,10:28,07:15 PM,07:50 PM,06:10 AM,Landed 06:18 AM,Landed,06:18 AM,HS-TKM,Boeing 777-3AL(ER),B77W,88516D,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Bangkok (BKK),Zurich (ZRH),TG970,11:54,12:35 AM,01:27 AM,12:55 PM,Landed 01:21 PM,Landed,01:21 PM,HS-TKM,Boeing 777-3AL(ER),B77W,88516D,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Singapore (SIN),Bangkok (BKK),TG408,1:50,06:15 PM,09:36 PM,08:35 PM,Landed 11:26 PM,Landed,11:26 PM,HS-TKM,Boeing 777-3AL(ER),B77W,88516D,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Bangkok (BKK),Singapore (SIN),TG407,2:34,02:55 PM,05:25 PM,05:15 PM,Landed 07:59 PM,Landed,07:59 PM,HS-TKM,Boeing 777-3AL(ER),B77W,88516D,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Tokyo (HND),Bangkok (BKK),TG683,6:51,08:35 AM,08:47 AM,03:40 PM,Landed 03:38 PM,Landed,03:38 PM,HS-TKM,Boeing 777-3AL(ER),B77W,88516D,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Bangkok (BKK),Tokyo (HND),TG682,4:50,11:15 PM,11:44 PM,04:55 AM,Landed 04:34 AM,Landed,04:34 AM,HS-TKM,Boeing 777-3AL(ER),B77W,88516D,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Tokyo (NRT),Bangkok (BKK),TG643,6:57,09:45 AM,10:08 AM,05:05 PM,Landed 05:05 PM,Landed,05:05 PM,HS-TKM,Boeing 777-3AL(ER),B77W,88516D,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Bangkok (BKK),Tokyo (NRT),TG642,5:01,11:55 PM,01:51 AM,05:40 AM,Landed 06:52 AM,Landed,06:52 AM,HS-TKM,Boeing 777-3AL(ER),B77W,88516D,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Frankfurt (FRA),Bangkok (BKK),TG923,10:50,02:55 AM,03:24 AM,01:45 PM,Landed 02:14 PM,Landed,02:14 PM,HS-TKM,Boeing 777-3AL(ER),B77W,88516D,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Bangkok (BKK),Frankfurt (FRA),TG922,11:37,12:40 PM,01:14 PM,01:05 AM,Landed 12:50 AM,Landed,12:50 AM,HS-TKM,Boeing 777-3AL(ER),B77W,88516D,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Copenhagen (CPH),Bangkok (BKK),TG951,10:01,07:50 PM,08:01 PM,06:20 AM,Landed 06:02 AM,Landed,06:02 AM,HS-TKM,Boeing 777-3AL(ER),B77W,88516D,Thai Airways,TG / THA,Thai Airways,TG / THA
07 Jan 2025,Bangkok (BKK),Copenhagen (CPH),TG950,11:59,12:05 AM,12:24 AM,12:20 PM,Landed 12:23 PM,Landed,12:23 PM,HS-TKM,Boeing 777-3AL(ER),B77W,88516D,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Bangkok (BKK),Copenhagen (CPH),TG950,—,12:05 AM,12:53 AM,12:20 PM,Estimated 12:26 PM,Estimated,12:26 PM,HS-TKO,Boeing 777-3AL(ER),B77W,88516F,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Frankfurt (FRA),Bangkok (BKK),TG923,10:27,02:55 AM,03:14 AM,01:45 PM,Landed 01:42 PM,Landed,01:42 PM,HS-TKO,Boeing 777-3AL(ER),B77W,88516F,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Bangkok (BKK),Frankfurt (FRA),TG922,11:35,12:40 PM,01:25 PM,01:05 AM,Landed 12:59 AM,Landed,12:59 AM,HS-TKO,Boeing 777-3AL(ER),B77W,88516F,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Copenhagen (CPH),Bangkok (BKK),TG951,10:13,07:50 PM,08:00 PM,06:20 AM,Landed 06:13 AM,Landed,06:13 AM,HS-TKO,Boeing 777-3AL(ER),B77W,88516F,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Bangkok (BKK),Copenhagen (CPH),TG950,11:39,12:05 AM,12:37 AM,12:20 PM,Landed 12:16 PM,Landed,12:16 PM,HS-TKO,Boeing 777-3AL(ER),B77W,88516F,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Taipei (TPE),Bangkok (BKK),TG633,3:36,12:55 PM,01:22 PM,04:50 PM,Landed 04:58 PM,Landed,04:58 PM,HS-TKO,Boeing 777-3AL(ER),B77W,88516F,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Bangkok (BKK),Taipei (TPE),TG632,3:01,08:15 AM,08:55 AM,11:45 AM,Landed 11:55 AM,Landed,11:55 AM,HS-TKO,Boeing 777-3AL(ER),B77W,88516F,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Copenhagen (CPH),Bangkok (BKK),TG951,10:29,07:50 PM,08:05 PM,06:20 AM,Landed 06:33 AM,Landed,06:33 AM,HS-TKO,Boeing 777-3AL(ER),B77W,88516F,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Bangkok (BKK),Copenhagen (CPH),TG950,11:22,12:05 AM,12:31 AM,12:20 PM,Landed 11:53 AM,Landed,11:53 AM,HS-TKO,Boeing 777-3AL(ER),B77W,88516F,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Osaka (KIX),Bangkok (BKK),TG673,6:04,03:25 PM,03:59 PM,10:00 PM,Landed 10:03 PM,Landed,10:03 PM,HS-TKO,Boeing 777-3AL(ER),B77W,88516F,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Bangkok (BKK),Osaka (KIX),TG672,4:39,08:15 AM,08:39 AM,01:45 PM,Landed 01:19 PM,Landed,01:19 PM,HS-TKO,Boeing 777-3AL(ER),B77W,88516F,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Paris (CDG),Bangkok (BKK),TG931,10:19,06:30 PM,06:50 PM,06:00 AM,Landed 05:08 AM,Landed,05:08 AM,HS-TKO,Boeing 777-3AL(ER),B77W,88516F,Thai Airways,TG / THA,Thai Airways,TG / THA
07 Jan 2025,Bangkok (BKK),Paris (CDG),TG930,12:13,12:05 AM,12:34 AM,12:50 PM,Landed 12:47 PM,Landed,12:47 PM,HS-TKO,Boeing 777-3AL(ER),B77W,88516F,Thai Airways,TG / THA,Thai Airways,TG / THA
15 Jan 2025,Zurich (ZRH),Bangkok (BKK),TG971,—,07:15 PM,N/A,06:10 AM,Estimated departure 07:15 PM,Estimated departure,07:15 PM,HS-TKP,Boeing 777-3AL(ER),B77W,885170,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Bangkok (BKK),Zurich (ZRH),TG970,—,12:35 AM,01:04 AM,12:55 PM,Estimated 12:26 PM,Estimated,12:26 PM,HS-TKP,Boeing 777-3AL(ER),B77W,885170,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Taipei (TPE),Bangkok (BKK),TG633,3:32,12:55 PM,01:05 PM,04:50 PM,Landed 04:37 PM,Landed,04:37 PM,HS-TKP,Boeing 777-3AL(ER),B77W,885170,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Bangkok (BKK),Taipei (TPE),TG632,2:55,08:15 AM,08:58 AM,11:45 AM,Landed 11:53 AM,Landed,11:53 AM,HS-TKP,Boeing 777-3AL(ER),B77W,885170,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Paris (CDG),Bangkok (BKK),TG931,11:02,06:30 PM,06:42 PM,06:00 AM,Landed 05:44 AM,Landed,05:44 AM,HS-TKP,Boeing 777-3AL(ER),B77W,885170,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Bangkok (BKK),Paris (CDG),TG930,12:22,12:05 AM,01:02 AM,12:50 PM,Landed 01:24 PM,Landed,01:24 PM,HS-TKP,Boeing 777-3AL(ER),B77W,885170,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Osaka (KIX),Bangkok (BKK),TG673,6:03,03:25 PM,03:57 PM,10:00 PM,Landed 10:00 PM,Landed,10:00 PM,HS-TKP,Boeing 777-3AL(ER),B77W,885170,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Bangkok (BKK),Osaka (KIX),TG672,4:40,08:15 AM,09:38 AM,01:45 PM,Landed 02:18 PM,Landed,02:18 PM,HS-TKP,Boeing 777-3AL(ER),B77W,885170,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Copenhagen (CPH),Bangkok (BKK),TG951,10:30,07:50 PM,08:04 PM,06:20 AM,Landed 06:34 AM,Landed,06:34 AM,HS-TKP,Boeing 777-3AL(ER),B77W,885170,Thai Airways,TG / THA,Thai Airways,TG / THA
