Date,Departure Airport,Arrival Airport,Flight Number,Flight Time,STD,ATD,STA,Status,StatusText,StatusTime,Callsign,AIRCRAFT,TYPE CODE,MODE S,AIRLINE,Code,OPERATOR,Code2
15 Jan 2025,Siem Reap (SAI),Bangkok (BKK),TG589,—,09:50 AM,09:55 AM,10:55 AM,Estimated 10:40 AM,Estimated,10:40 AM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
15 Jan 2025,Bangkok (BKK),Siem Reap (SAI),TG588,0:42,07:45 AM,07:59 AM,08:45 AM,Landed 08:41 AM,Landed,08:41 AM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Khon Kaen (KKC),Bangkok (BKK),TG47,0:52,09:10 PM,10:04 PM,10:10 PM,Landed 10:55 PM,Landed,10:55 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Bangkok (BKK),Khon Kaen (KKC),TG46,0:40,07:40 PM,08:41 PM,08:40 PM,Landed 09:21 PM,Landed,09:21 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Phuket (HKT),Bangkok (BKK),TG216,1:25,05:10 PM,05:58 PM,06:40 PM,Landed 07:23 PM,Landed,07:23 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Bangkok (BKK),Phuket (HKT),TG215,1:19,03:00 PM,03:33 PM,04:30 PM,Landed 04:52 PM,Landed,04:52 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Phuket (HKT),Bangkok (BKK),TG206,1:18,11:50 AM,12:41 PM,01:20 PM,Landed 01:59 PM,Landed,01:59 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Bangkok (BKK),Phuket (HKT),TG205,1:23,09:40 AM,10:09 AM,11:10 AM,Landed 11:32 AM,Landed,11:32 AM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Phuket (HKT),Bangkok (BKK),TG226,1:12,07:30 AM,07:31 AM,08:55 AM,Landed 08:42 AM,Landed,08:42 AM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Bangkok (BKK),Phuket (HKT),TG225,1:09,10:40 PM,10:53 PM,11:59 PM,Landed 12:02 AM,Landed,12:02 AM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Phuket (HKT),Bangkok (BKK),TG218,1:05,07:40 PM,07:55 PM,09:15 PM,Landed 09:01 PM,Landed,09:01 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Bangkok (BKK),Phuket (HKT),TG217,1:07,05:30 PM,05:47 PM,07:00 PM,Landed 06:55 PM,Landed,06:55 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Hat Yai (HDY),Bangkok (BKK),TG264,1:14,02:40 PM,02:54 PM,04:15 PM,Landed 04:08 PM,Landed,04:08 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Bangkok (BKK),Hat Yai (HDY),TG263,1:13,12:30 PM,12:47 PM,02:00 PM,Landed 01:59 PM,Landed,01:59 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Chiang Mai (CNX),Bangkok (BKK),TG103,1:02,09:25 AM,09:30 AM,10:50 AM,Landed 10:32 AM,Landed,10:32 AM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Bangkok (BKK),Chiang Mai (CNX),TG102,0:54,07:25 AM,07:43 AM,08:45 AM,Landed 08:37 AM,Landed,08:37 AM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Chiang Mai (CNX),Bangkok (BKK),TG121,0:59,09:05 PM,11:06 PM,10:25 PM,Landed 12:04 AM,Landed,12:04 AM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Bangkok (BKK),Chiang Mai (CNX),TG120,0:55,07:05 PM,09:06 PM,08:25 PM,Landed 10:01 PM,Landed,10:01 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Chiang Mai (CNX),Bangkok (BKK),TG113,1:22,04:55 PM,06:25 PM,06:15 PM,Landed 07:47 PM,Landed,07:47 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Bangkok (BKK),Chiang Mai (CNX),TG112,0:56,02:55 PM,04:32 PM,04:15 PM,Landed 05:28 PM,Landed,05:28 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Chiang Rai (CEI),Bangkok (BKK),TG131,1:36,10:20 AM,10:42 AM,11:50 AM,Landed 12:17 PM,Landed,12:17 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Bangkok (BKK),Chiang Rai (CEI),TG130,1:02,08:10 AM,08:37 AM,09:40 AM,Landed 09:39 AM,Landed,09:39 AM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Khon Kaen (KKC),Bangkok (BKK),TG47,0:48,09:10 PM,09:53 PM,10:10 PM,Landed 10:41 PM,Landed,10:41 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Bangkok (BKK),Khon Kaen (KKC),TG46,0:37,07:40 PM,08:27 PM,08:40 PM,Landed 09:04 PM,Landed,09:04 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Phuket (HKT),Bangkok (BKK),TG216,1:22,05:10 PM,05:37 PM,06:40 PM,Landed 06:59 PM,Landed,06:59 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Bangkok (BKK),Phuket (HKT),TG215,1:12,03:00 PM,03:20 PM,04:30 PM,Landed 04:32 PM,Landed,04:32 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Phuket (HKT),Bangkok (BKK),TG206,1:19,11:50 AM,12:16 PM,01:20 PM,Landed 01:35 PM,Landed,01:35 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Bangkok (BKK),Phuket (HKT),TG205,1:13,09:40 AM,10:04 AM,11:10 AM,Landed 11:17 AM,Landed,11:17 AM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Phuket (HKT),Bangkok (BKK),TG226,1:07,07:30 AM,07:26 AM,08:55 AM,Landed 08:33 AM,Landed,08:33 AM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Bangkok (BKK),Phuket (HKT),TG225,1:06,10:40 PM,12:02 AM,11:59 PM,Landed 01:08 AM,Landed,01:08 AM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Khon Kaen (KKC),Bangkok (BKK),TG47,0:45,09:10 PM,09:41 PM,10:10 PM,Landed 10:26 PM,Landed,10:26 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Bangkok (BKK),Khon Kaen (KKC),TG46,0:38,07:40 PM,08:16 PM,08:40 PM,Landed 08:54 PM,Landed,08:54 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Phuket (HKT),Bangkok (BKK),TG216,1:19,05:10 PM,05:42 PM,06:40 PM,Landed 07:02 PM,Landed,07:02 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Bangkok (BKK),Phuket (HKT),TG215,1:03,03:00 PM,03:31 PM,04:30 PM,Landed 04:34 PM,Landed,04:34 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Phuket (HKT),Bangkok (BKK),TG206,1:17,11:50 AM,12:37 PM,01:20 PM,Landed 01:53 PM,Landed,01:53 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Bangkok (BKK),Phuket (HKT),TG205,1:13,09:40 AM,10:09 AM,11:10 AM,Landed 11:22 AM,Landed,11:22 AM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Phuket (HKT),Bangkok (BKK),TG226,1:06,07:30 AM,07:29 AM,08:55 AM,Landed 08:35 AM,Landed,08:35 AM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Bangkok (BKK),Phuket (HKT),TG225,1:06,10:40 PM,11:12 PM,11:59 PM,Landed 12:18 AM,Landed,12:18 AM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Phuket (HKT),Bangkok (BKK),TG218,1:06,07:40 PM,08:05 PM,09:15 PM,Landed 09:11 PM,Landed,09:11 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Bangkok (BKK),Phuket (HKT),TG217,1:14,05:30 PM,05:46 PM,07:00 PM,Landed 07:00 PM,Landed,07:00 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Hat Yai (HDY),Bangkok (BKK),TG264,1:14,02:40 PM,02:51 PM,04:15 PM,Landed 04:05 PM,Landed,04:05 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Bangkok (BKK),Hat Yai (HDY),TG263,1:06,12:30 PM,12:52 PM,02:00 PM,Landed 01:58 PM,Landed,01:58 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Khon Kaen (KKC),Bangkok (BKK),TG41,0:51,08:25 AM,08:37 AM,09:25 AM,Landed 09:28 AM,Landed,09:28 AM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Bangkok (BKK),Khon Kaen (KKC),TG40,0:41,06:55 AM,07:06 AM,07:55 AM,Landed 07:47 AM,Landed,07:47 AM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Chiang Mai (CNX),Bangkok (BKK),TG121,1:12,09:05 PM,09:41 PM,10:25 PM,Landed 10:53 PM,Landed,10:53 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Bangkok (BKK),Chiang Mai (CNX),TG120,1:02,07:05 PM,07:40 PM,08:25 PM,Landed 08:42 PM,Landed,08:42 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Chiang Mai (CNX),Bangkok (BKK),TG113,0:57,04:55 PM,05:05 PM,06:15 PM,Landed 06:01 PM,Landed,06:01 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Bangkok (BKK),Chiang Mai (CNX),TG112,0:54,02:55 PM,03:13 PM,04:15 PM,Landed 04:06 PM,Landed,04:06 PM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Chiang Rai (CEI),Bangkok (BKK),TG131,1:15,10:20 AM,10:31 AM,11:50 AM,Landed 11:46 AM,Landed,11:46 AM,HS-TXA,Airbus A320-232,A320,885301,Thai Airways,TG / THA,Thai Airways,TG / THA
15 Jan 2025,Bangkok (BKK),Phuket (HKT),TG205,—,09:40 AM,09:59 AM,11:10 AM,Estimated 11:09 AM,Estimated,11:09 AM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Chiang Mai (CNX),Bangkok (BKK),TG121,1:10,09:05 PM,09:52 PM,10:25 PM,Landed 11:02 PM,Landed,11:02 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Bangkok (BKK),Chiang Mai (CNX),TG120,0:58,07:05 PM,08:01 PM,08:25 PM,Landed 08:59 PM,Landed,08:59 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Chiang Mai (CNX),Bangkok (BKK),TG113,1:17,04:55 PM,05:14 PM,06:15 PM,Landed 06:31 PM,Landed,06:31 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Bangkok (BKK),Chiang Mai (CNX),TG112,0:55,02:55 PM,03:18 PM,04:15 PM,Landed 04:13 PM,Landed,04:13 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Chiang Rai (CEI),Bangkok (BKK),TG131,1:11,10:20 AM,10:25 AM,11:50 AM,Landed 11:36 AM,Landed,11:36 AM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Bangkok (BKK),Chiang Rai (CEI),TG130,1:02,08:10 AM,08:27 AM,09:40 AM,Landed 09:29 AM,Landed,09:29 AM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Khon Kaen (KKC),Bangkok (BKK),TG47,0:45,09:10 PM,09:48 PM,10:10 PM,Landed 10:33 PM,Landed,10:33 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Bangkok (BKK),Khon Kaen (KKC),TG46,0:38,07:40 PM,08:21 PM,08:40 PM,Landed 08:59 PM,Landed,08:59 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Phuket (HKT),Bangkok (BKK),TG216,1:22,05:10 PM,05:43 PM,06:40 PM,Landed 07:05 PM,Landed,07:05 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Bangkok (BKK),Phuket (HKT),TG215,1:08,03:00 PM,03:21 PM,04:30 PM,Landed 04:29 PM,Landed,04:29 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Phuket (HKT),Bangkok (BKK),TG206,1:10,11:50 AM,12:12 PM,01:20 PM,Landed 01:22 PM,Landed,01:22 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Bangkok (BKK),Phuket (HKT),TG205,1:13,09:40 AM,09:58 AM,11:10 AM,Landed 11:12 AM,Landed,11:12 AM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Phuket (HKT),Bangkok (BKK),TG226,1:01,07:30 AM,07:33 AM,08:55 AM,Landed 08:35 AM,Landed,08:35 AM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Bangkok (BKK),Phuket (HKT),TG225,1:17,10:40 PM,11:00 PM,11:59 PM,Landed 12:17 AM,Landed,12:17 AM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Phuket (HKT),Bangkok (BKK),TG218,1:11,07:40 PM,08:08 PM,09:15 PM,Landed 09:18 PM,Landed,09:18 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Bangkok (BKK),Phuket (HKT),TG217,1:14,05:30 PM,05:52 PM,07:00 PM,Landed 07:07 PM,Landed,07:07 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Hat Yai (HDY),Bangkok (BKK),TG264,1:30,02:40 PM,02:56 PM,04:15 PM,Landed 04:26 PM,Landed,04:26 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Bangkok (BKK),Hat Yai (HDY),TG263,1:07,12:30 PM,12:49 PM,02:00 PM,Landed 01:56 PM,Landed,01:56 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Siem Reap (SAI),Bangkok (BKK),TG589,0:57,09:50 AM,10:02 AM,10:55 AM,Landed 10:59 AM,Landed,10:59 AM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Bangkok (BKK),Siem Reap (SAI),TG588,0:41,07:45 AM,08:04 AM,08:45 AM,Landed 08:44 AM,Landed,08:44 AM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Phuket (HKT),Bangkok (BKK),TG222,1:06,08:40 PM,09:46 PM,10:15 PM,Landed 10:52 PM,Landed,10:52 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Bangkok (BKK),Phuket (HKT),TG221,1:11,06:30 PM,07:39 PM,08:00 PM,Landed 08:50 PM,Landed,08:50 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Hong Kong (HKG),Bangkok (BKK),TG629,2:34,02:30 PM,03:05 PM,05:15 PM,Landed 05:40 PM,Landed,05:40 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Bangkok (BKK),Hong Kong (HKG),TG628,2:11,10:30 AM,11:15 AM,01:20 PM,Landed 01:25 PM,Landed,01:25 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Ubon Ratchathani (UBP),Bangkok (BKK),TG21,0:54,08:40 AM,08:47 AM,09:45 AM,Landed 09:41 AM,Landed,09:41 AM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Bangkok (BKK),Ubon Ratchathani (UBP),TG20,0:46,07:00 AM,07:10 AM,08:10 AM,Landed 07:56 AM,Landed,07:56 AM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Phuket (HKT),Bangkok (BKK),TG218,1:11,07:40 PM,08:15 PM,09:15 PM,Landed 09:26 PM,Landed,09:26 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Bangkok (BKK),Phuket (HKT),TG217,1:10,05:30 PM,06:02 PM,07:00 PM,Landed 07:12 PM,Landed,07:12 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Hat Yai (HDY),Bangkok (BKK),TG264,1:36,02:40 PM,02:55 PM,04:15 PM,Landed 04:31 PM,Landed,04:31 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Bangkok (BKK),Hat Yai (HDY),TG263,1:10,12:30 PM,01:00 PM,02:00 PM,Landed 02:10 PM,Landed,02:10 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Siem Reap (SAI),Bangkok (BKK),TG589,0:53,09:50 AM,10:40 AM,10:55 AM,Landed 11:33 AM,Landed,11:33 AM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
10 Jan 2025,Bangkok (BKK),Siem Reap (SAI),TG588,0:39,07:45 AM,08:57 AM,08:45 AM,Landed 09:35 AM,Landed,09:35 AM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Chiang Mai (CNX),Bangkok (BKK),TG121,1:01,09:05 PM,10:24 PM,10:25 PM,Landed 11:26 PM,Landed,11:26 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Bangkok (BKK),Chiang Mai (CNX),TG120,0:57,07:05 PM,08:07 PM,08:25 PM,Landed 09:04 PM,Landed,09:04 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Chiang Mai (CNX),Bangkok (BKK),TG113,1:00,04:55 PM,05:33 PM,06:15 PM,Landed 06:33 PM,Landed,06:33 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Bangkok (BKK),Chiang Mai (CNX),TG112,0:57,02:55 PM,03:36 PM,04:15 PM,Landed 04:33 PM,Landed,04:33 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Chiang Rai (CEI),Bangkok (BKK),TG131,1:11,10:20 AM,10:33 AM,11:50 AM,Landed 11:44 AM,Landed,11:44 AM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
09 Jan 2025,Bangkok (BKK),Chiang Rai (CEI),TG130,1:03,08:10 AM,08:35 AM,09:40 AM,Landed 09:38 AM,Landed,09:38 AM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Khon Kaen (KKC),Bangkok (BKK),TG47,1:01,09:10 PM,09:43 PM,10:10 PM,Landed 10:45 PM,Landed,10:45 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Bangkok (BKK),Khon Kaen (KKC),TG46,0:40,07:40 PM,08:15 PM,08:40 PM,Landed 08:55 PM,Landed,08:55 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Phuket (HKT),Bangkok (BKK),TG216,1:15,05:10 PM,05:38 PM,06:40 PM,Landed 06:54 PM,Landed,06:54 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Bangkok (BKK),Phuket (HKT),TG215,1:12,03:00 PM,03:17 PM,04:30 PM,Landed 04:29 PM,Landed,04:29 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Phuket (HKT),Bangkok (BKK),TG206,1:01,11:50 AM,11:55 AM,01:20 PM,Landed 12:56 PM,Landed,12:56 PM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
08 Jan 2025,Bangkok (BKK),Phuket (HKT),TG205,1:13,09:40 AM,09:48 AM,11:10 AM,Landed 11:01 AM,Landed,11:01 AM,HS-TXB,Airbus A320-232,A320,885302,Thai Airways,TG / THA,Thai Airways,TG / THA
15 Jan 2025,Penang (PEN),Bangkok (BKK),TG426,1:19,07:05 AM,07:19 AM,08:50 AM,Landed 08:37 AM,Landed,08:37 AM,HS-TXC,Airbus A320-232,A320,885303,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Bangkok (BKK),Penang (PEN),TG425,1:32,07:30 PM,08:06 PM,09:20 PM,Landed 09:39 PM,Landed,09:39 PM,HS-TXC,Airbus A320-232,A320,885303,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Singapore (SIN),Bangkok (BKK),TG414,1:59,02:55 PM,03:11 PM,05:15 PM,Landed 05:09 PM,Landed,05:09 PM,HS-TXC,Airbus A320-232,A320,885303,Thai Airways,TG / THA,Thai Airways,TG / THA
14 Jan 2025,Bangkok (BKK),Singapore (SIN),TG413,2:14,11:30 AM,11:46 AM,01:50 PM,Landed 02:01 PM,Landed,02:01 PM,HS-TXC,Airbus A320-232,A320,885303,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Denpasar (DPS),Bangkok (BKK),TG440,3:53,06:00 PM,05:58 PM,10:15 PM,Landed 09:51 PM,Landed,09:51 PM,HS-TXC,Airbus A320-232,A320,885303,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Bangkok (BKK),Denpasar (DPS),TG439,3:58,12:35 PM,12:53 PM,05:00 PM,Landed 04:52 PM,Landed,04:52 PM,HS-TXC,Airbus A320-232,A320,885303,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Siem Reap (SAI),Bangkok (BKK),TG589,0:47,09:50 AM,10:02 AM,10:55 AM,Landed 10:49 AM,Landed,10:49 AM,HS-TXC,Airbus A320-232,A320,885303,Thai Airways,TG / THA,Thai Airways,TG / THA
13 Jan 2025,Bangkok (BKK),Siem Reap (SAI),TG588,0:38,07:45 AM,08:15 AM,08:45 AM,Landed 08:54 AM,Landed,08:54 AM,HS-TXC,Airbus A320-232,A320,885303,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Vientiane (VTE),Bangkok (BKK),TG575,1:07,08:30 PM,09:10 PM,09:40 PM,Landed 10:17 PM,Landed,10:17 PM,HS-TXC,Airbus A320-232,A320,885303,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Bangkok (BKK),Vientiane (VTE),TG574,0:48,06:30 PM,07:26 PM,07:45 PM,Landed 08:14 PM,Landed,08:14 PM,HS-TXC,Airbus A320-232,A320,885303,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Singapore (SIN),Bangkok (BKK),TG414,1:57,02:55 PM,03:39 PM,05:15 PM,Landed 05:36 PM,Landed,05:36 PM,HS-TXC,Airbus A320-232,A320,885303,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Bangkok (BKK),Singapore (SIN),TG413,2:39,11:30 AM,11:43 AM,01:50 PM,Landed 02:23 PM,Landed,02:23 PM,HS-TXC,Airbus A320-232,A320,885303,Thai Airways,TG / THA,Thai Airways,TG / THA
12 Jan 2025,Penang (PEN),Bangkok (BKK),TG426,1:19,07:05 AM,07:14 AM,08:50 AM,Landed 08:33 AM,Landed,08:33 AM,HS-TXC,Airbus A320-232,A320,885303,Thai Airways,TG / THA,Thai Airways,TG / THA
11 Jan 2025,Bangkok (BKK),Penang (PEN),TG425,1:22,07:30 PM,08:09 PM,09:20 PM,Landed 09:31 PM,Landed,09:31 PM,HS-TXC,Airbus A320-232,A320,885303,Thai Airways,TG / THA,Thai Airways,TG / THA
